IsAccepted,Publication,DeputyEditorGender,AssociateEditorGender,FirstAuthorGender,CorrespondingAuthorPrestige,CorrespondingAuthorGender,CorrespondingAuthorRegion,NumberOfAuthors,BORERating1,BORERating2,BOREConfidence1,BOREConfidence2,BOREExists1,BOREExists2,BOREGender1,BOREGender2,Evaluation1,Evaluation2,ReviewSentiment1,ReviewSentiment2,ReviewSentimentTrajectory1,ReviewSentimentTrajectory2,ReviewLength1,ReviewLength2,Topic100,Topic30,Topic10,ReviewExists1,ReviewExists2,ReviewerGender1,ReviewerGender2,ReviewerPrestige1,ReviewerPrestige2
0,Science,M,Null,M,[3-4],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84,17,5,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7,16,4,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],W,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73,7,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Europe,[1-5],7.0,7.0,4.0,4.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,2,26,2,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[3-4],W,U.S.+Canada,[6-9],8.0,4.0,5.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,93,3,2,0,0,Null,Null,Null,Null
1,Science Advances,M,M,W,[1-2],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,1.5,1.25,DUD,UD,1.25,-0.75,63,26,2,1,1,M,M,[5-6],[1-2]
0,Science Advances,W,Null,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,51,12,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,10+,2.0,Null,5.0,Null,1.0,0.0,M,Null,Average,Mediocre or poor,-0.75,-0.75,DF,DF,-1.25,0.5,15,28,8,1,1,M,M,Null,[1-2]
0,Science,M,Null,M,[1-2],M,Europe,10+,5.0,5.0,2.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,68,17,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,47,27,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,Europe,[6-9],7.0,8.0,3.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,39,5,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[1-5],5.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,38,21,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],W,U.S.+Canada,10+,5.0,8.0,3.0,4.0,1.0,1.0,M,M,Mediocre or poor,Excellent and exciting,0.5,0.25,DUD,UD,0.5,-0.5,50,14,5,1,1,M,M,[7-10],[5-6]
0,Science,M,Null,W,[1-2],M,U.S.+Canada,10+,3.0,4.0,5.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,97,12,1,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],W,Other,[1-5],6.0,Null,2.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,42,27,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],M,U.S.+Canada,[1-5],10.0,5.0,5.0,5.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,Europe,[6-9],7.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,29,2,0,0,Null,Null,Null,Null
1,Science,M,Null,M,[1-2],M,U.S.+Canada,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Excellent and exciting,Excellent and exciting,0.5,0.5,UDF,DUD,-0.5,-0.25,71,28,8,1,1,W,M,[7-10],[3-4]
0,Science,M,Null,W,[1-2],M,U.S.+Canada,10+,6.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,74,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,44,19,6,0,0,Null,Null,Null,Null
1,Science Advances,W,M,M,[5-6],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Above average,0.0,-0.5,UDF,DF,-0.25,-0.5,58,29,7,1,1,M,M,[3-4],[7-10]
0,Science,M,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,60,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,[6-9],3.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,71,17,8,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83,0,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Europe,10+,7.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,Null,M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,46,4,2,0,0,Null,Null,Null,Null
0,Science Advances,M,M,W,[7-10],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,U.S.+Canada,[1-5],4.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],7.0,6.0,4.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,58,2,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Mediocre or poor,0.25,0.75,DUD,DFU,-0.25,1.75,70,16,4,1,1,M,M,[7-10],[7-10]
0,Science,W,Null,M,[5-6],M,U.S.+Canada,[6-9],6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,21,25,3,0,0,Null,Null,Null,Null
1,Science,W,Null,M,[3-4],M,Other,10+,8.0,9.0,4.0,4.0,1.0,1.0,M,M,Excellent and exciting,Above average,0.5,0.75,DF,DUD,-0.5,0.75,20,5,0,1,1,M,M,[5-6],[1-2]
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],8.0,2.0,3.0,4.0,1.0,1.0,W,W,Null,Null,Null,Null,Null,Null,Null,Null,89,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Null,[6-9],6.0,7.0,4.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,15,14,1,0,0,Null,Null,Null,Null
0,Science Advances,M,M,W,[1-2],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Mediocre or poor,Mediocre or poor,-1.75,-1.25,UDF,UDF,3.5,3.5,47,19,6,1,1,W,W,[3-4],[3-4]
0,Science Advances,W,Null,M,Null,W,Null,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,36,18,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99,18,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,China,[6-9],7.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,77,18,0,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[5-6],M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,82,1,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,1,1,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[1-2],W,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,78,8,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],W,U.S.+Canada,10+,4.0,Null,3.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,44,6,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,China,10+,4.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,30,4,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,U.S.+Canada,10+,6.0,4.0,4.0,5.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,91,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,U.S.+Canada,[1-5],4.0,6.0,4.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,86,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,Europe,10+,7.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,14,12,8,0,0,Null,Null,Null,Null
0,Science Advances,W,M,W,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,1,1,0,0,Null,Null,Null,Null
1,Science Advances,M,M,M,[1-2],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,2.25,1.75,U,DU,-1.0,-0.75,8,19,6,1,1,M,W,[3-4],[1-2]
0,Science,W,Null,M,[5-6],M,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,80,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],W,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,55,23,4,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,M,Europe,[1-5],5.0,8.0,4.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,54,29,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21,25,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,6,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,U.S.+Canada,[1-5],3.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,96,27,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[1-5],6.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,57,17,7,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[5-6],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Average,Above average,0.0,0.25,DF,DF,0.0,-1.25,18,0,2,1,1,M,M,[1-2],[1-2]
1,Science Advances,M,M,W,[7-10],W,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Average,1.25,0.5,DUD,DF,1.25,1.0,49,15,0,1,1,M,M,[1-2],[5-6]
0,Science,W,Null,W,[5-6],M,China,[1-5],2.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,2,2,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,Null,M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,54,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16,23,4,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Europe,[1-5],2.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,85,20,6,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[1-5],8.0,Null,2.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],9.0,7.0,4.0,5.0,1.0,1.0,W,M,Mediocre or poor,Above average,-1.5,0.25,DF,DF,0.5,-0.5,58,2,2,1,1,M,M,[1-2],[1-2]
0,Science,M,Null,W,[5-6],W,China,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Above average,Null,0.0,Null,UF,Null,-0.75,Null,64,1,1,1,0,M,Null,[5-6],Null
0,Science,M,Null,W,[5-6],W,U.S.+Canada,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,48,23,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30,21,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,China,[1-5],2.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,16,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Null,[6-9],6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,20,6,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],M,U.S.+Canada,10+,4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,72,18,7,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,90,11,7,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[7-10],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,0,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21,25,3,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[3-4],M,U.S.+Canada,[6-9],4.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[5-6],W,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,67,8,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8,19,6,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Europe,[1-5],2.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,23,10,9,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],W,Other,[1-5],4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,90,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,14,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[1-5],7.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,87,8,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,[1-5],1.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,71,28,8,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,U.S.+Canada,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74,0,2,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,14,1,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,M,Europe,[6-9],3.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,20,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,14,5,0,0,Null,Null,Null,Null
1,Science,M,Null,W,[3-4],M,U.S.+Canada,[1-5],8.0,Null,0.0,Null,1.0,0.0,M,Null,Above average,Excellent and exciting,1.5,-0.75,FD,UF,-0.25,-0.5,71,28,8,1,1,M,W,[3-4],[3-4]
0,Science Advances,M,M,M,[7-10],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,60,10,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[1-2],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,Other,10+,8.0,6.0,3.0,2.0,1.0,1.0,M,W,Average,Excellent and exciting,0.5,1.5,UDF,DUD,1.25,0.75,54,24,2,1,1,M,W,[1-2],[5-6]
0,Science,M,Null,W,[7-10],M,Europe,[6-9],8.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,58,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],8.0,5.0,4.0,4.0,1.0,1.0,M,M,Mediocre or poor,Mediocre or poor,-0.5,-1.25,DUD,DUD,0.0,1.0,18,0,2,1,1,W,M,[7-10],[5-6]
0,Science,M,Null,M,[7-10],M,Null,10+,6.0,Null,5.0,Null,1.0,0.0,M,Null,Excellent and exciting,Above average,-0.75,-1.0,DF,DUD,-1.0,0.25,75,9,8,1,1,M,M,[7-10],[1-2]
0,Science,M,Null,W,[3-4],M,Europe,[1-5],6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
1,Science Advances,M,M,M,[3-4],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Too specialized,Excellent and exciting,-1.25,0.5,DF,DUD,-0.25,-1.0,26,13,3,1,1,M,M,[3-4],Null
0,Science,M,Null,M,[5-6],W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,64,17,8,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[1-2],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,35,12,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8,14,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,U.S.+Canada,10+,7.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,20,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[5-6],M,Other,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,14,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,China,[6-9],6.0,Null,2.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,84,9,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Europe,10+,4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,1,1,0,0,Null,Null,Null,Null
1,Science Advances,M,M,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Average,Above average,0.25,0.25,DF,UD,-0.75,0.75,24,19,4,1,1,M,W,[1-2],[5-6]
0,Science Advances,M,Null,M,[7-10],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,26,5,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,12,2,2,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[3-4],M,Null,[6-9],8.0,6.0,3.0,3.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,39,5,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,10+,6.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,53,10,9,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,U.S.+Canada,[1-5],4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,21,25,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[1-5],8.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,48,16,4,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[5-6],M,U.S.+Canada,[6-9],2.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,24,2,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,38,21,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26,13,3,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[3-4],W,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],W,China,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,57,17,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],W,China,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,67,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[5-6],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,1,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,W,Other,[1-5],2.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,81,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],W,Null,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,14,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,U.S.+Canada,[6-9],1.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,28,1,1,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],W,Other,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],W,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,31,7,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[6-9],7.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,16,23,4,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[5-6],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,16,0,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,Null,M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,12,1,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,U.S.+Canada,[1-5],7.0,2.0,4.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,39,5,4,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,79,29,7,0,0,Null,Null,Null,Null
